"","sampleid","masterid","sampledate","year","fieldreplicate","csci","latitude","longitude","county","COMID","geometry","Max_Wkly_Mean_StreamT","Max_Wkl_Max_StreamT","Min_Wkl_Min_StreamT","Max_Wkl_Rng_StreamT","Mean_Wkl_Rng_StreamT","Max_Wkl_Max_StreamT_grt_30_"
"205","SMC04880_06062012_BMI_RWB_1","SMC04880","2012-06-06 00:00:00",2012,1,1.00731959,34.30884,-118.09829,"Los Angeles",22514382,c(-118.09829, 34.30884),23.6640712272184,27.8815685918025,9.99628408947476,16.2800323031194,10.3815401171033,0
"206","SMC04932_07122010_BMI_RWB_1","SMC04932","2010-07-12 00:00:00",2010,1,0.41028794,34.20139,-119.00115,"Ventura",17562588,c(-119.00115, 34.20139),21.6006964686376,34.8180025354554,13.364043753395,20.9318293030971,16.2779532736456,82
"207","SMC04956_06232011_BMI_RWB_1","SMC04956","2011-06-23 00:00:00",2011,1,0.81345535,34.42708,-118.57409,"Los Angeles",17575713,c(-118.57409, 34.42708),22.9584031307771,31.3610362103197,11.0577647312329,17.2904602884357,14.3587535882613,50
"208","SMC04972_07012013_BMI_RWB_1","SMC04972","2013-07-01 00:00:00",2013,1,1.0697233,34.24051,-117.93466,"Los Angeles",22522825,c(-117.93466, 34.24051),23.546274813139,30.4355472355977,10.9389248573568,17.3284398104104,11.6135249932409,7
"209","SMC05020_07152013_BMI_RWB_1","SMC05020","2013-07-15 00:00:00",2013,1,0.93193612,34.23202,-118.17657,"Los Angeles",22514774,c(-118.17657, 34.23202),23.3876057919875,31.6582597224126,11.9309295356686,18.5322476930457,12.7989760776331,14
"210","SMC05199_07062011_BMI_RWB_1","SMC05199","2011-07-06 00:00:00",2011,1,1.02892769,34.40412,-119.28071,"Ventura",17586840,c(-119.28071, 34.40412),21.5086171054801,31.6679536241175,11.9764612455044,18.5576897123521,14.9642525331529,52
"211","SMC05296_06262012_BMI_RWB_1","SMC05296","2012-06-26 00:00:00",2012,1,1.00883885,34.55457,-118.77525,"Ventura",17570065,c(-118.77525, 34.55457),25.4385683403332,28.78810495438,12.3145428464465,15.7136210933577,10.1633218642086,0
"212","SMC05332_06112012_BMI_RWB_1","SMC05332","2012-06-11 00:00:00",2012,1,0.69450502,34.18682,-118.90741,"Ventura",17564124,c(-118.90741, 34.18682),21.0716574969144,33.9467404665041,12.078843022831,19.0602979660426,16.6832309859269,108
"213","SMC05407_07212011_BMI_RWB_1","SMC05407","2011-07-21 00:00:00",2011,1,1.06096295,34.50124,-119.35043,"Ventura",17585818,c(-119.35043, 34.50124),23.163654980059,29.4473824949308,10.6905336897738,15.08794588246,12.3338412217252,0
"214","SMC05423_06102010_BMI_RWB_1","SMC05423","2010-06-10 00:00:00",2010,1,0.76228059,34.28649,-119.30791,"Ventura",17586992,c(-119.30791, 34.28649),19.5147269576141,29.9183387331682,13.2286966225038,16.2285688059973,13.0421826937681,0
"215","SMC05524_06302011_BMI_RWB_1","SMC05524","2011-06-30 00:00:00",2011,1,0.63624565,34.27032,-118.91723,"Ventura",17563904,c(-118.91723, 34.27032),20.9191375763639,31.9038235338788,11.9844085470861,19.1926922190867,15.5203873956116,65
"216","SMC05567_06122013_BMI_RWB_1","SMC05567","2013-06-12 00:00:00",2013,1,0.99003525,34.31976,-119.08872,"Ventura",17573673,c(-119.08872, 34.31976),23.0189482083867,28.3775837850569,15.5709418869179,12.2458923977456,8.50945628868204,0
"217","SMC05640_06172013_BMI_RWB_1","SMC05640","2013-06-17 00:00:00",2013,1,0.85856199,34.28233,-118.22203,"Los Angeles",22514620,c(-118.22203, 34.28233),21.0674972384744,27.9756006381801,9.44963880617202,16.4861508283948,10.9783141376367,0
"218","SMC05694_06262014_BMI_RWB_1","SMC05694","2014-06-26 00:00:00",2014,1,0.39906261,33.87163,-118.19135,"Los Angeles",22518110,c(-118.19135, 33.87163),24.1325796175863,31.6708985422065,16.4384913947234,14.9733702664979,10.3175081071719,18
"219","SMC05759_05292014_BMI_RWB_1","SMC05759","2014-05-29 00:00:00",2014,1,0.83678289,34.35232,-119.03474,"Ventura",17572963,c(-119.03474, 34.35232),24.0347332065512,29.0613200859991,16.1001319209586,12.7485863046993,8.30136126541205,0
"220","SMC05759_06212010_BMI_RWB_1","SMC05759","2010-06-21 00:00:00",2010,1,0.78951376,34.35232,-119.03474,"Ventura",17572963,c(-119.03474, 34.35232),24.3428369470639,29.4519285688459,15.4924503248467,13.409928591453,8.42099288141847,0
"221","SMC05764_06192012_BMI_RWB_1","SMC05764","2012-06-19 00:00:00",2012,1,0.34692133,34.23123,-119.11091,"Ventura",948070326,c(-119.11091, 34.23123),19.0895684061143,33.6514409169738,12.189183218303,19.6515857860889,16.648760492544,65
"222","SMC05848_06182013_BMI_RWB_1","SMC05848","2013-06-18 00:00:00",2013,1,0.867276,34.31904,-118.31855,"Los Angeles",22514314,c(-118.31855, 34.31904),23.9421157041884,33.1962749425013,12.1383974006181,18.9973732618698,13.7122487158375,54
"223","SMC05902_06282011_BMI_RWB_1","SMC05902","2011-06-28 00:00:00",2011,1,0.54564553,34.03432,-118.51218,"Los Angeles",20365909,c(-118.51218, 34.03432),19.9960505987182,32.2562168222426,12.7141008021681,19.2372612927704,15.5974431898208,65
"224","SMC05956_06192012_BMI_RWB_1","SMC05956","2012-06-19 00:00:00",2012,1,0.67156733,34.22875,-118.97109,"Ventura",17564046,c(-118.97109, 34.22875),20.8271401780945,34.2297504160634,12.7536847512755,19.0779025732982,16.5875638192844,122
"225","SMC05968_07012013_BMI_RWB_1","SMC05968","2013-07-01 00:00:00",2013,1,0.90566566,34.23489,-117.80554,"Los Angeles",22522855,c(-117.80554, 34.23489),23.6434109543422,28.2283040343347,10.8177650779165,15.1153499479944,9.49725210505857,0
"226","SMC06036_06112012_BMI_RWB_1","SMC06036","2012-06-11 00:00:00",2012,1,0.78906747,34.23092,-118.9349,"Ventura",948070331,c(-118.9349, 34.23092),20.8071029384422,33.8448861518019,12.3593220337113,18.945539099608,16.5212595173084,98
"227","SMC06044_06172013_BMI_RWB_1","SMC06044","2013-06-17 00:00:00",2013,1,1.08241258,34.21452,-118.17413,"Los Angeles",22514800,c(-118.17413, 34.21452),24.0099671828617,32.2992651896114,12.6501533656101,18.7298009502304,12.959777144597,24
"228","SMC06079_06262013_BMI_RWB_1","SMC06079","2013-06-26 00:00:00",2013,1,0.89797235,34.41108,-119.08213,"Ventura",17573647,c(-119.08213, 34.41108),22.8887960403827,32.1012919950389,12.416596491919,18.1902680352039,13.3965673048695,14
"229","SMC06188_06112014_BMI_RWB_1","SMC06188","2014-06-11 00:00:00",2014,1,1.05089906,34.28315,-118.19731,"Los Angeles",22514560,c(-118.19731, 34.28315),23.7256803653161,28.7757998000653,12.8959888252414,15.0259760914649,10.9237285880166,0
"230","SMC06216_05262009_BMI_RWB_1","SMC06216","2009-05-26 00:00:00",2009,1,0.83119491,34.27407,-118.31518,"Los Angeles",22514628,c(-118.31518, 34.27407),24.9899602773722,30.5766065719505,13.4002569102672,14.3524181795445,11.0356620608593,8
"231","SMC06216_06032014_BMI_RWB_1","SMC06216","2014-06-03 00:00:00",2014,1,0.87734157,34.27407,-118.31518,"Los Angeles",22514628,c(-118.31518, 34.27407),24.168217815705,30.0150080312542,14.0431321375318,15.5479717127256,11.3909129881835,7
"232","SMC06252_06122014_BMI_RWB_1","SMC06252","2014-06-12 00:00:00",2014,1,0.77126668,34.19437,-118.01792,"Los Angeles",22514894,c(-118.01792, 34.19437),21.1040825772191,28.4659733530943,11.006466868117,16.7225228542759,12.126026648788,0
"233","SMC06288_07082013_BMI_RWB_1","SMC06288","2013-07-08 00:00:00",2013,1,0.98120523,34.26678,-117.84409,"Los Angeles",22522747,c(-117.84409, 34.26678),24.3675741853499,29.2690225552239,10.9173212623875,15.7138662547508,10.1102202107167,0
"234","SMC06302_06282012_BMI_RWB_1","SMC06302","2012-06-28 00:00:00",2012,1,0.58447206,33.86699,-117.85366,"Orange",22527369,c(-117.85366, 33.86699),21.6298758743879,35.4752982774901,12.654641286253,19.5118531831868,15.9061034897792,106
"235","SMC06356_06102013_BMI_RWB_1","SMC06356","2013-06-10 00:00:00",2013,1,0.83527381,34.20156,-118.91158,"Ventura",17564110,c(-118.91158, 34.20156),21.632780879592,34.6488254610226,12.8380218054086,20.54743168501,16.8841930420851,130
"236","SMC06496_07092014_BMI_RWB_1","SMC06496","2014-07-09 00:00:00",2014,1,0.59781537,34.16554,-117.8911,"Los Angeles",22523021,c(-117.8911, 34.16554),24.4661799061174,29.4243837589765,14.1302103001516,15.0085130165469,10.2346679933372,0
"237","SMC06612_06062013_BMI_RWB_1","SMC06612","2013-06-06 00:00:00",2013,1,0.55692218,34.28609,-118.85451,"Ventura",163864409,c(-118.85451, 34.28609),22.6678322347191,34.9187670544156,13.134741892538,20.0747738494976,16.1573722773121,130
"238","SMC06740_06102013_BMI_RWB_1","SMC06740","2013-06-10 00:00:00",2013,1,0.55786988,34.1807,-118.87436,"Ventura",17564132,c(-118.87436, 34.1807),21.6130245214416,34.3213454671658,12.4494077520642,20.5455702835978,16.5356471334886,124
"239","SMC06863_07212011_BMI_RWB_1","SMC06863","2011-07-21 00:00:00",2011,1,1.02446297,34.49417,-119.30534,"Ventura",17586460,c(-119.30534, 34.49417),23.6493323329808,31.3397041576337,11.3504687635784,16.4238654447558,13.7403851344531,42
"240","SMC06904_07082014_BMI_RWB_1","SMC06904","2014-07-08 00:00:00",2014,1,0.7276073,34.41963,-118.78769,"Ventura",17574677,c(-118.78769, 34.41963),23.7672902142887,28.7532943971152,14.3117003636323,14.0142437477275,10.2462692442728,0
"241","SMC06926_07012009_BMI_RWB_1","SMC06926","2009-07-01 00:00:00",2009,1,0.75410511,34.04799,-118.51137,"Los Angeles",20365905,c(-118.51137, 34.04799),21.4048190862745,33.5674655166321,12.8231454526685,19.4784614406315,15.5561026081915,60
"242","SMC07128_06032014_BMI_RWB_1","SMC07128","2014-06-03 00:00:00",2014,1,0.98908175,34.34428,-118.36042,"Los Angeles",22515710,c(-118.36042, 34.34428),21.8378110561613,28.0395711977392,11.6339775407044,15.6664624538027,11.7366743549506,0
"243","SMC07128_06262014_BMI_RWB_1","SMC07128","2014-06-26 00:00:00",2014,1,0.78804819,34.34428,-118.36042,"Los Angeles",22515710,c(-118.36042, 34.34428),21.8378110561613,28.0395711977392,11.6339775407044,15.6664624538027,11.7366743549506,0
"244","SMC07128_07152014_BMI_RWB_1","SMC07128","2014-07-15 00:00:00",2014,1,0.83891836,34.34428,-118.36042,"Los Angeles",22515710,c(-118.36042, 34.34428),21.8378110561613,28.0395711977392,11.6339775407044,15.6664624538027,11.7366743549506,0
"245","SMC07828_06062013_BMI_RWB_1","SMC07828","2013-06-06 00:00:00",2013,1,0.40330722,34.27558,-118.89446,"Ventura",17563908,c(-118.89446, 34.27558),22.4656597785763,34.5592267597253,13.1758708382457,19.8405331563025,16.0509850431615,129
"246","SMC08335_07072010_BMI_RWB_1","SMC08335","2010-07-07 00:00:00",2010,1,0.86047287,34.34583,-119.29948,"Ventura",948070372,c(-119.29948, 34.34583),20.3780404683455,30.6183346700849,12.5005715699914,17.8416804520364,13.3450301477404,4
"247","SMC08540_06232011_BMI_RWB_1","SMC08540","2011-06-23 00:00:00",2011,1,0.69046404,34.44828,-118.61769,"Los Angeles",17574361,c(-118.61769, 34.44828),22.9272787533678,30.5497769669852,11.4049155938721,16.3504033709299,13.4117670357049,29
"248","SMC08655_06212012_BMI_RWB_1","SMC08655","2012-06-21 00:00:00",2012,1,1.09727016,34.50823,-119.28406,"Ventura",17585796,c(-119.28406, 34.50823),25.2903308873113,32.0900786370723,12.9399165493419,18.0377694603876,13.4578989418195,61
"249","SMC08660_06062013_BMI_RWB_1","SMC08660","2013-06-06 00:00:00",2013,1,0.57670469,34.28495,-118.86938,"Ventura",17563908,c(-118.86938, 34.28495),22.4656597785763,34.5592267597253,13.1758708382457,19.8405331563025,16.0509850431615,129
"250","SMC08766_05262009_BMI_RWB_1","SMC08766","2009-05-26 00:00:00",2009,1,0.35441263,33.90192,-118.10859,"Los Angeles",22525157,c(-118.10859, 33.90192),22.2947104974691,31.0324494708111,14.2051393573008,15.7076877856179,11.3947201503945,15
"251","SMC09534_06172009_BMI_RWB_1","SMC09534","2009-06-17 00:00:00",2009,1,0.36239527,33.83832,-118.09487,"Los Angeles",22525157,c(-118.09487, 33.83832),22.2947104974691,31.0324494708111,14.2051393573008,15.7076877856179,11.3947201503945,15
"252","SMC09564_06012010_BMI_RWB_1","SMC09564","2010-06-01 00:00:00",2010,1,0.60906943,34.43125,-118.5913,"Los Angeles",17574541,c(-118.5913, 34.43125),23.2935973177778,31.5791477753155,12.7177959631374,16.9528560809296,12.8400294877428,14
"253","SMC10756_06262013_BMI_RWB_1","SMC10756","2013-06-26 00:00:00",2013,1,0.55551146,34.42358,-118.93024,"Ventura",17574521,c(-118.93024, 34.42358),24.1046842418212,37.2936790263457,13.0022552425411,22.1259833613118,17.3085967865833,147
"254","SMC11343_06042012_BMI_RWB_1","SMC11343","2012-06-04 00:00:00",2012,1,0.85543378,34.3728,-119.30859,"Ventura",17586850,c(-119.30859, 34.3728),20.9229927980224,31.4304201546832,12.7350812509777,16.4706752706792,13.4811218663401,8
"255","SMC11384_06282011_BMI_RWB_1","SMC11384","2011-06-28 00:00:00",2011,1,1.18204896,34.09552,-118.66521,"Los Angeles",20364969,c(-118.66521, 34.09552),20.5497938534426,31.8208522136265,11.8281223887816,19.0018455866073,15.4045269527455,51
"256","SMC11727_06092010_BMI_RWB_1","SMC11727","2010-06-09 00:00:00",2010,1,0.96558912,34.47857,-119.29339,"Ventura",17586488,c(-119.29339, 34.47857),22.4948355039418,30.315950055539,11.4887249858645,16.7724754061758,12.6263154382515,11
"257","SMC12814_07222011_BMI_RWB_1","SMC12814","2011-07-22 00:00:00",2011,1,0.86072298,34.04892,-118.84641,"Los Angeles",20365177,c(-118.84641, 34.04892),19.567482358955,30.9556010200031,12.3546128471041,17.9952102238494,15.1492766947731,27
"258","SMC12862_06272011_BMI_RWB_1","SMC12862","2011-06-27 00:00:00",2011,1,0.38165056,33.92148,-118.11149,"Los Angeles",22525157,c(-118.11149, 33.92148),20.8500381660868,29.4036905087088,13.9847787340167,15.2589901513791,11.3860483512687,0
"259","SMC13391_06212012_BMI_RWB_1","SMC13391","2012-06-21 00:00:00",2012,1,0.93747828,34.41791,-119.26998,"Ventura",17586810,c(-119.26998, 34.41791),21.8270359824608,32.7653906472628,12.5964223199814,17.7374992141825,15.0130470156135,58
"260","SMC13599_06042012_BMI_RWB_1","SMC13599","2012-06-04 00:00:00",2012,1,0.96857942,34.49889,-119.34172,"Ventura",17587578,c(-119.34172, 34.49889),23.9308048094722,29.6806607231571,11.9782167274895,16.6641509445576,12.2708382392718,0
"261","SMC13630_06212012_BMI_RWB_1","SMC13630","2012-06-21 00:00:00",2012,1,0.61384424,33.86119,-118.10351,"Los Angeles",22525157,c(-118.10351, 33.86119),21.0846672846134,30.7322055127433,13.4264123053989,14.6714286848952,11.3420621746882,7
"262","SMC15678_06252013_BMI_RWB_1","SMC15678","2013-06-25 00:00:00",2013,1,0.22057005,33.80989,-118.09075,"Los Angeles",22525157,c(-118.09075, 33.80989),22.2438222535641,30.8262658600171,14.5380461271397,16.2882197328774,11.8194636362606,7
"263","SMC16446_06212012_BMI_RWB_1","SMC16446","2012-06-21 00:00:00",2012,1,0.84096951,34.41319,-119.27282,"Ventura",17586810,c(-119.27282, 34.41319),21.8270359824608,32.7653906472628,12.5964223199814,17.7374992141825,15.0130470156135,58
"264","SMC16832_06182010_BMI_RWB_1","SMC16832","2010-06-18 00:00:00",2010,1,0.4557381,33.88444,-118.10855,"Los Angeles",22525157,c(-118.10855, 33.88444),21.0522503736041,29.3712937944088,14.2954084496478,14.1186038827813,11.3672994214432,0
"265","SMC16980_07062011_BMI_RWB_1","SMC16980","2011-07-06 00:00:00",2011,1,1.0300836,34.43268,-119.24974,"Ventura",17587602,c(-119.24974, 34.43268),22.8180261847214,32.1624950744067,11.9952680633276,18.0958044310572,14.8128011712958,66
"266","SMC17056_07022009_BMI_RWB_1","SMC17056","2009-07-02 00:00:00",2009,1,0.70763782,34.4263,-118.5779,"Los Angeles",17574541,c(-118.5779, 34.4263),24.3718212982572,31.6637022007674,13.4219477841,16.1770952929905,12.3346996417944,27
"267","SMC17432_06232014_BMI_RWB_1","SMC17432","2014-06-23 00:00:00",2014,1,0.42306271,33.84435,-118.09802,"Los Angeles",22525157,c(-118.09802, 33.84435),23.7841793220282,32.142428160038,15.3962123314472,16.6512150664187,11.7327629296933,27
"268","SMC17692_06122013_BMI_RWB_1","SMC17692","2013-06-12 00:00:00",2013,1,0.80103828,34.41887,-118.63264,"Los Angeles",17574613,c(-118.63264, 34.41887),24.3839794174574,33.650000203453,13.6946142898507,17.6346635052753,12.500651004594,43
"269","SMC18046_06242013_BMI_RWB_1","SMC18046","2013-06-24 00:00:00",2013,1,0.86192882,34.42227,-119.26442,"Ventura",17586736,c(-119.26442, 34.42227),22.7033666171438,33.8412235866506,12.5097864064911,20.3771824711802,15.319223780984,106
"270","SMC18545_06252013_BMI_RWB_1","SMC18545","2013-06-25 00:00:00",2013,1,0.83363266,34.48452,-119.30834,"Ventura",17586470,c(-119.30834, 34.48452),22.7668778100487,31.1085545026019,10.800244910983,18.1846100765167,12.757602947375,7
"271","SMC18656_06122013_BMI_RWB_1","SMC18656","2013-06-12 00:00:00",2013,1,0.2443187,34.47128,-118.53166,"Los Angeles",17574331,c(-118.53166, 34.47128),24.0838073425304,36.0075560348983,12.3778766066757,20.9787099775051,15.9318100674728,124
"272","SMC19466_06172013_BMI_RWB_1","SMC19466","2013-06-17 00:00:00",2013,1,0.54168666,34.14883,-118.7575,"Los Angeles",20364757,c(-118.7575, 34.14883),21.1857560490764,34.3033853894202,12.1761041032726,21.0958804445547,16.5290561261387,113
"273","SMC19697_06242013_BMI_RWB_1","SMC19697","2013-06-24 00:00:00",2013,1,0.81504136,34.34807,-119.30096,"Ventura",948070372,c(-119.30096, 34.34807),20.0883603654206,30.2269770340297,12.3912141574494,17.8357628765803,13.99937187022,14
"274","SMC19809_06252013_BMI_RWB_1","SMC19809","2013-06-25 00:00:00",2013,1,1.0100125,34.50141,-119.3531,"Ventura",17585808,c(-119.3531, 34.50141),24.2707333901193,31.8657589455886,11.2332695832091,18.0147316302784,12.5665776807254,8
"275","SMC19945_06252013_BMI_RWB_1","SMC19945","2013-06-25 00:00:00",2013,1,1.01837531,34.50486,-119.28186,"Ventura",17585796,c(-119.28186, 34.50486),25.2620396204447,33.9482616072772,12.0821911838379,19.3137054425048,13.7864177350154,83
"276","SMC20032_06182010_BMI_RWB_1","SMC20032","2010-06-18 00:00:00",2010,1,0.28841518,33.87664,-118.10774,"Los Angeles",22525157,c(-118.10774, 33.87664),21.0522503736041,29.3712937944088,14.2954084496478,14.1186038827813,11.3672994214432,0
"277","SMC20092_06132013_BMI_RWB_1","SMC20092","2013-06-13 00:00:00",2013,1,0.85137043,34.4141,-118.65608,"Los Angeles",17574613,c(-118.65608, 34.4141),24.3839794174574,33.650000203453,13.6946142898507,17.6346635052753,12.500651004594,43
"278","SMC20497_07162013_BMI_RWB_1","SMC20497","2013-07-16 00:00:00",2013,1,0.67195159,34.31227,-119.29853,"Ventura",17586972,c(-119.29853, 34.31227),20.3844613850103,30.3505022022057,13.4226679118072,16.9278342903986,13.9293262760376,14
"279","SMC20994_06172013_BMI_RWB_1","SMC20994","2013-06-17 00:00:00",2013,1,0.61280146,34.03639,-118.51129,"Los Angeles",20365909,c(-118.51129, 34.03639),21.1728713798071,33.9605403712964,13.5010715396971,20.4594688315993,16.206560844764,116
"280","SMC21382_06132013_BMI_RWB_1","SMC21382","2013-06-13 00:00:00",2013,1,0.87113484,34.40663,-118.6694,"Los Angeles",17574683,c(-118.6694, 34.40663),23.9336738455127,33.3084398675013,13.5109738022505,17.537123878388,12.4615800373354,22
"281","SMC21796_06142013_BMI_RWB_1","SMC21796","2013-06-14 00:00:00",2013,1,0.52886834,33.99108,-118.40916,"Los Angeles",20366113,c(-118.40916, 33.99108),20.6724118916666,34.3443175099283,13.8887281067167,20.4555894032116,16.6525802334065,142
"282","SMC35697_06102010_BMI_RWB_1","SMC35697","2010-06-10 00:00:00",2010,1,0.86787533,34.35404,-119.30981,"Ventura",948070372,c(-119.30981, 34.35404),20.3780404683455,30.6183346700849,12.5005715699914,17.8416804520364,13.3450301477404,4
"283","315RIN_03252002_BMI_CSBP_Trans_1.0","315RIN","2002-03-25 00:00:00",2002,1,0.90997748,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),20.9192104763195,32.2070870299577,13.4551796895295,17.5402913551409,15.3038141995093,75
"284","315RIN_04052007_BMI_RWB_1.0","315RIN","2007-04-05 00:00:00",2007,1,0.89923328,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),21.7767827132579,32.1648014933071,13.2798874865983,17.1726373150867,15.1547882150703,89
"285","315RIN_04052007_BMI_TRC_1.0","315RIN","2007-04-05 00:00:00",2007,1,0.89730214,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),21.7767827132579,32.1648014933071,13.2798874865983,17.1726373150867,15.1547882150703,89
"286","315RIN_04082008_BMI_RWB_1.0","315RIN","2008-04-08 00:00:00",2008,1,0.89661398,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),22.8590157493492,33.2808399995974,12.4625576501293,19.3485738292,15.481797476705,82
"287","315RIN_04122004_BMI_CSBP_Trans_1.0","315RIN","2004-04-12 00:00:00",2004,1,0.78847337,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),21.3039128814927,32.2429964404124,12.9482003707827,18.232271690608,15.2221687354346,86
"288","315RIN_04142001_BMI_CSBP_Trans_1.0","315RIN","2001-04-14 00:00:00",2001,1,1.09510829,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),20.778586160137,31.3677690709922,13.8894059110585,17.147433156623,15.0400819344086,82
"289","315RIN_04262005_BMI_RWB_1.0","315RIN","2005-04-26 00:00:00",2005,1,0.52868131,34.37686498,-119.476931,"Ventura",17596161,c(-119.476931, 34.37686498),21.3915848068292,32.5654486291462,13.5341633085048,17.4828127770829,15.0318439505491,72
"290","401JCCARx_05071998_BMI_CSBP_Trans_1.0","401JCCARx","1998-05-07 00:00:00",1998,1,0.33165678,34.34556,-119.39222,"Ventura",17586930,c(-119.39222, 34.34556),20.0856436753848,32.1420340104056,11.3050379319954,18.2360490955582,15.6845065596969,70
"291","401JCCBRx_05071998_BMI_CSBP_Trans_1.0","401JCCBRx","1998-05-07 00:00:00",1998,1,0.39177324,34.34194,-119.39278,"Ventura",17586938,c(-119.39278, 34.34194),20.4250659069723,32.5360371192465,12.0026126400006,18.2135235812279,15.8600292495479,92
"292","401VCJVCL_06052006_BMI_TRC_1.0","401VCJVCL","2006-06-05 00:00:00",2006,1,0.28053544,34.33266,-119.40232,"Ventura",17586938,c(-119.40232, 34.33266),20.5386655316897,32.9593253298276,12.6828122193018,18.4513443648001,16.4085067543903,112
"293","401VCJVCU_06052006_BMI_TRC_1.0","401VCJVCU","2006-06-05 00:00:00",2006,1,0.19291757,34.33458,-119.4019,"Ventura",17586938,c(-119.4019, 34.33458),20.5386655316897,32.9593253298276,12.6828122193018,18.4513443648001,16.4085067543903,112
"294","401VCMADL_06072006_BMI_TRC_1.0","401VCMADL","2006-06-07 00:00:00",2006,1,0.44739994,34.34498,-119.41849,"Ventura",948070374,c(-119.41849, 34.34498),20.4541266714277,32.6712133256296,12.6481727526328,18.1710977310831,16.2250611695257,107
"295","401VCMADU_06072006_BMI_TRC_1.0","401VCMADU","2006-06-07 00:00:00",2006,1,0.39373051,34.34623,-119.41213,"Ventura",948070374,c(-119.41213, 34.34623),20.4541266714277,32.6712133256296,12.6481727526328,18.1710977310831,16.2250611695257,107
"296","401VCPJCL_06072006_BMI_TRC_1.0","401VCPJCL","2006-06-07 00:00:00",2006,1,0.33682789,34.31966,-119.39087,"Ventura",17586954,c(-119.39087, 34.31966),19.985462167293,32.267204572293,12.2694714489806,18.2395233402713,16.172383092323,97
"297","401VCPJCU_06072006_BMI_TRC_1.0","401VCPJCU","2006-06-07 00:00:00",2006,1,0.51419352,34.3255,-119.38673,"Ventura",17586954,c(-119.38673, 34.3255),19.985462167293,32.267204572293,12.2694714489806,18.2395233402713,16.172383092323,97
"298","401VCSAUL_06082006_BMI_TRC_1.0","401VCSAUL","2006-06-08 00:00:00",2006,1,0.57401132,34.34821,-119.42277,"Ventura",17586906,c(-119.42277, 34.34821),20.5546399126702,32.8656371399822,12.1895352619598,18.59965375874,16.3864959505969,103
"299","401VCSAUU_06082006_BMI_TRC_1.0","401VCSAUU","2006-06-08 00:00:00",2006,1,0.69527009,34.35098,-119.41948,"Ventura",17586906,c(-119.41948, 34.35098),20.5546399126702,32.8656371399822,12.1895352619598,18.59965375874,16.3864959505969,103
"300","402BA0031_05282008_BMI_RWB_1.0","402BA0031","2008-05-28 00:00:00",2008,1,0.63975817,34.44652,-119.29227,"Ventura",17586626,c(-119.29227, 34.44652),25.2479075719753,32.0736738117131,11.6732050084652,19.0788453803632,12.9350586928665,30
"301","402BA0079_05282008_BMI_RWB_1.0","402BA0079","2008-05-28 00:00:00",2008,1,0.80420003,34.41183,-119.27418,"Ventura",17586810,c(-119.27418, 34.41183),23.9898247696453,33.7184467111088,11.6512639251002,20.4919301791606,15.1034853791699,44
"302","402BA0095_05292008_BMI_RWB_1.0","402BA0095","2008-05-29 00:00:00",2008,1,1.22045039,34.46328,-119.34566,"Ventura",17586570,c(-119.34566, 34.46328),24.506592014444,32.5008945384852,10.6908147759619,20.7136845153736,14.0948404122906,31
"303","402BA0143_05212008_BMI_RWB_1.0","402BA0143","2008-05-21 00:00:00",2008,1,0.66458205,34.36483,-119.31057,"Ventura",17587720,c(-119.31057, 34.36483),22.5821357222804,31.4444302000597,11.8713687323193,18.6261859704954,13.4675919318949,19
"304","402BA0287_06092008_BMI_RWB_1.0","402BA0287","2008-06-09 00:00:00",2008,1,1.03211764,34.50284,-119.36644,"Ventura",17585802,c(-119.36644, 34.50284),24.4011911250412,32.5348982920462,10.0890777947069,21.5985672022023,14.378291417389,38
"305","402BA0335_05272008_BMI_RWB_1.0","402BA0335","2008-05-27 00:00:00",2008,1,0.8579855,34.37965,-119.30751,"Ventura",17586838,c(-119.30751, 34.37965),23.0087532968265,31.2022780741339,11.615764592028,18.3595262899745,13.1148464734555,18
"306","402MJCMHS_04222014_BMI_RWB_1.0","402MJCMHS","2014-04-22 00:00:00",2014,1,1.08089004,34.5028,-119.3573,"Ventura",17585808,c(-119.3573, 34.5028),23.2214578118614,30.0327475231851,13.0158747586295,16.1684656636439,12.2358458236147,7
"307","402MTCUNF_06052012_BMI_RWB_1.0","402MTCUNF","2012-06-05 00:00:00",2012,1,1.13582404,34.5175,-119.3792,"Ventura",17585756,c(-119.3792, 34.5175),25.066404390681,31.261592835636,12.5349976875727,17.5214740013727,12.8258588643428,29
"308","402PS0048_05212008_BMI_RWB_1.0","402PS0048","2008-05-21 00:00:00",2008,1,1.00527354,34.53077,-119.40085,"Ventura",17585648,c(-119.40085, 34.53077),23.3751095465166,28.2376835630387,9.01550615646618,18.5218846135421,11.1223808405153,0
"309","402WE0536_06142000_BMI_CSBP_Trans_1.0","402WE0536","2000-06-14 00:00:00",2000,1,1.15196252,34.5196,-119.40537,"Ventura",17585714,c(-119.40537, 34.5196),22.7874184174286,27.9636614358132,11.2579326328897,16.2075252715048,11.1591567086719,0
