"","sampleid","masterid","sampledate","year","fieldreplicate","csci","latitude","longitude","county","COMID","geometry","Max_Wkly_Mean_StreamT","Max_Wkl_Max_StreamT","Min_Wkl_Min_StreamT","Max_Wkl_Rng_StreamT","Mean_Wkl_Rng_StreamT","Max_Wkl_Max_StreamT_grt_30_"
"517","404S14952_06152011_BMI_RWB_MCM_1.0","404S14952","2011-06-15 00:00:00",2011,1,0.49936772,34.14268,-118.70089,"Los Angeles",20364891,c(-118.70089, 34.14268),20.8997560514705,32.6228971476727,11.7068302255823,19.7637496952817,16.1451489244871,74
"518","404S16168_06232010_BMI_RWB_1.0","404S16168","2010-06-23 00:00:00",2010,1,0.60297846,34.06765,-118.70704,"Los Angeles",20365093,c(-118.70704, 34.06765),19.0495987763493,31.70534805081,11.6203743518985,19.2842047068304,15.2683571577928,11
"519","404S16232_06092011_BMI_RWB_1.0","404S16232","2011-06-09 00:00:00",2011,1,0.43554253,34.12549,-118.75317,"Los Angeles",20365889,c(-118.75317, 34.12549),20.195886270691,31.8226959754029,11.3952585448446,19.5076158399837,15.8938369315948,55
"520","404S16516_05182009_BMI_RWB_1.0","404S16516","2009-05-18 00:00:00",2009,1,0.59864006,34.12998,-118.75648,"Los Angeles",20364815,c(-118.75648, 34.12998),21.9513375955416,33.6825332213274,12.2593980551085,19.6789909722197,15.7036922377338,63
"521","404S17016_06052013_BMI_RWB_1.0","404S17016","2013-06-05 00:00:00",2013,1,0.69677835,34.1183,-118.78057,"Los Angeles",20364887,c(-118.78057, 34.1183),20.9029075732355,33.5956887092013,12.4720798696524,20.6937280807342,16.131891606585,102
"522","404S17266_05192009_BMI_RWB_1.0","404S17266","2009-05-19 00:00:00",2009,1,0.68192308,34.10741,-118.7118,"Los Angeles",20364891,c(-118.7118, 34.10741),22.5941292187099,34.4212311004529,12.7444325175748,19.8445650198028,15.9054635715034,86
"523","404S17664_05202009_BMI_RWB_1.0","404S17664","2009-05-20 00:00:00",2009,1,0.56865924,34.14994,-118.6976,"Los Angeles",20364891,c(-118.6976, 34.14994),22.5941292187099,34.4212311004529,12.7444325175748,19.8445650198028,15.9054635715034,86
"524","404S18250_06052013_BMI_RWB_1.0","404S18250","2013-06-05 00:00:00",2013,1,0.48728252,34.13222,-118.82051,"Los Angeles",20364827,c(-118.82051, 34.13222),20.9495578674805,33.6288042989071,12.2388137923375,20.6644106524845,16.202195044989,101
"525","404S18666_06152011_BMI_RWB_1.0","404S18666","2011-06-15 00:00:00",2011,1,0.51752718,34.17206,-118.76375,"Ventura",20364695,c(-118.76375, 34.17206),19.9909058474143,31.3528223661018,10.8057851899451,19.558320086591,15.9535031689745,45
"526","404S22464_05192009_BMI_RWB_1.0","404S22464","2009-05-19 00:00:00",2009,1,0.56375241,34.12676,-118.70685,"Los Angeles",20364891,c(-118.70685, 34.12676),22.5941292187099,34.4212311004529,12.7444325175748,19.8445650198028,15.9054635715034,86
"527","404S23297_06192013_BMI_RWB_1.0","404S23297","2013-06-19 00:00:00",2013,1,0.73180153,34.05006,-118.58103,"Los Angeles",20365153,c(-118.58103, 34.05006),19.6442564553772,31.844337469471,12.0785047235635,19.7658327459075,15.6850341802323,39
"528","404S24066_06042013_BMI_RWB_1.0","404S24066","2013-06-04 00:00:00",2013,1,0.56372831,34.16321,-118.70077,"Los Angeles",20364705,c(-118.70077, 34.16321),21.5052523734708,34.3293665789235,12.1665759394236,20.8188097836747,16.2070213647066,108
"529","404S25298_06202012_BMI_RWB_1.0","404S25298","2012-06-20 00:00:00",2012,1,0.71765448,34.04553,-118.68732,"Los Angeles",20365167,c(-118.68732, 34.04553),19.364950577764,32.6741105848998,11.6474495806194,18.4435072561807,15.4466274829905,16
"530","404S25668_06232010_BMI_RWB_1.0","404S25668","2010-06-23 00:00:00",2010,1,0.55018136,34.12139,-118.70914,"Los Angeles",20364891,c(-118.70914, 34.12139),21.8602759610046,34.6243848027152,12.890320772307,20.8782489663864,16.2153802483439,72
"531","404S26670_06182012_BMI_RWB_1.0","404S26670","2012-06-18 00:00:00",2012,1,0.59471532,34.16385,-118.76205,"Los Angeles",20364737,c(-118.76205, 34.16385),21.4271621707752,33.3587057032638,11.6564118743542,19.1234912680515,16.2465829524305,76
"532","404S26868_06262012_BMI_RWB_1.0","404S26868","2012-06-26 00:00:00",2012,1,0.72421536,34.09675,-118.71737,"Los Angeles",20364949,c(-118.71737, 34.09675),20.8902709297667,33.7906446286063,11.8439622015296,18.9423072021537,16.2679218592622,77
"533","404S27470_06192012_BMI_RWB_1.0","404S27470","2012-06-19 00:00:00",2012,1,0.47275906,34.17445,-118.76389,"Ventura",20364685,c(-118.76389, 34.17445),21.3164447012907,32.7766521650365,11.4780147743015,18.7895931584487,15.8692744594747,61
"534","404S28068_06202012_BMI_RWB_1.0","404S28068","2012-06-20 00:00:00",2012,1,0.60861026,34.13936,-118.70366,"Los Angeles",20364891,c(-118.70366, 34.13936),21.5416607045548,33.8347440253896,11.8226385792834,18.9849743814777,16.3237110406317,99
"535","404S28270_06182012_BMI_RWB_1.0","404S28270","2012-06-18 00:00:00",2012,1,0.58112231,34.13663,-118.75725,"Los Angeles",20364801,c(-118.75725, 34.13663),20.8198343992416,32.9529017047871,11.3828835514791,18.7521654996799,16.0650760562761,64
"536","404S31468_06192012_BMI_RWB_1.0","404S31468","2012-06-19 00:00:00",2012,1,0.41180067,34.16874,-118.76171,"Ventura",20364695,c(-118.76171, 34.16874),20.8792919030651,32.616460702291,11.1582798972898,18.9122555986748,15.9949712691517,55
"537","404S32468_06262012_BMI_RWB_1.0","404S32468","2012-06-26 00:00:00",2012,1,0.64767591,34.0999,-118.72304,"Los Angeles",20364957,c(-118.72304, 34.0999),20.5026065530674,33.126846249621,11.6552487764479,18.5183301602121,15.842197054093,58
"538","404S33670_06192012_BMI_RWB_1.0","404S33670","2012-06-19 00:00:00",2012,1,0.50676508,34.15824,-118.70012,"Los Angeles",20364725,c(-118.70012, 34.15824),21.512030898145,33.1906147079189,11.5018971490249,18.9624950656829,16.0417150075083,67
"539","404S34120_06212012_BMI_RWB_1.0","404S34120","2012-06-21 00:00:00",2012,1,0.58702868,34.16558,-118.78918,"Los Angeles",948070152,c(-118.78918, 34.16558),20.9335194843481,32.7905356119469,11.2848393251182,18.9149731074719,16.0708055792971,61
"540","404S34230_06192013_BMI_RWB_1.0","404S34230","2013-06-19 00:00:00",2013,1,0.82374715,34.06909,-118.58678,"Los Angeles",20365153,c(-118.58678, 34.06909),19.6442564553772,31.844337469471,12.0785047235635,19.7658327459075,15.6850341802323,39
"541","404S35270_06202012_BMI_RWB_1.0","404S35270","2012-06-20 00:00:00",2012,1,0.77938205,34.13325,-118.70656,"Los Angeles",20364891,c(-118.70656, 34.13325),21.5416607045548,33.8347440253896,11.8226385792834,18.9849743814777,16.3237110406317,99
"542","404S35418_06252012_BMI_RWB_1.0","404S35418","2012-06-25 00:00:00",2012,1,0.82384814,34.08262,-118.70857,"Los Angeles",20365043,c(-118.70857, 34.08262),18.9195945091055,32.0271981360363,10.6264926886494,18.4475850806938,15.6344250323569,16
"543","404S37670_06062013_BMI_RWB_1.0","404S37670","2013-06-06 00:00:00",2013,1,0.50062107,34.14074,-118.70117,"Los Angeles",20364891,c(-118.70117, 34.14074),21.6148597536502,34.6839341588565,12.7012890933308,21.2631749720512,16.5449947361709,123
"544","404S44210_06202013_BMI_RWB_1.0","404S44210","2013-06-20 00:00:00",2013,1,0.55608941,34.14301,-118.75779,"Los Angeles",20364777,c(-118.75779, 34.14301),20.351522004622,33.3041201175947,11.6205482160189,20.7704540276608,16.2112839216985,75
"545","404S44532_06042013_BMI_RWB_1.0","404S44532","2013-06-04 00:00:00",2013,1,0.58960386,34.12682,-118.79617,"Los Angeles",20364827,c(-118.79617, 34.12682),20.9495578674805,33.6288042989071,12.2388137923375,20.6644106524845,16.202195044989,101
"546","404S44642_06042013_BMI_RWB_1.0","404S44642","2013-06-04 00:00:00",2013,1,0.59523995,34.16873,-118.70306,"Ventura",20364705,c(-118.70306, 34.16873),21.5052523734708,34.3293665789235,12.1665759394236,20.8188097836747,16.2070213647066,108
"547","404S45622_06032013_BMI_RWB_1.0","404S45622","2013-06-03 00:00:00",2013,1,1.01215028,34.06149,-118.58534,"Los Angeles",20365153,c(-118.58534, 34.06149),19.6442564553772,31.844337469471,12.0785047235635,19.7658327459075,15.6850341802323,39
"548","404S45745_06182013_BMI_RWB_1.0","404S45745","2013-06-18 00:00:00",2013,1,0.84074671,34.05902,-118.9339,"Los Angeles",20365117,c(-118.9339, 34.05902),19.8041458526488,31.3578538591317,13.1780257185082,18.1798281406236,15.4103195328494,56
"549","404S48200_06182013_BMI_RWB_1.0","404S48200","2013-06-18 00:00:00",2013,1,1.06599104,34.07772,-118.92395,"Los Angeles",20365059,c(-118.92395, 34.07772),18.8138444540547,30.5672216378429,11.8904387380324,18.6358957824823,15.3612119798932,21
"550","404SMB000_03042003_BMI_CSBP_Trans_1.0","404SMB000","2003-03-04 00:00:00",2003,1,0.84517194,34.08374,-118.91871,"Los Angeles",20365059,c(-118.91871, 34.08374),19.6309869682384,30.4185064020559,11.4707014185146,17.1896288210205,14.6554899059576,11
"551","404SMB000_03162004_BMI_CSBP_Trans_1.0","404SMB000","2004-03-16 00:00:00",2004,1,0.98988287,34.08374,-118.91871,"Los Angeles",20365059,c(-118.91871, 34.08374),18.5603862878223,30.5659896970114,11.307179611639,18.6341855845761,15.0075032333545,3
"552","404SMB001_03042003_BMI_CSBP_Trans_1.0","404SMB001","2003-03-04 00:00:00",2003,1,1.11717639,34.06464,-118.93269,"Los Angeles",20365091,c(-118.93269, 34.06464),19.3377329241473,30.2182825395476,11.4215287520362,17.0834938346274,14.6512545108019,7
"553","404SMB001_03162004_BMI_CSBP_Trans_1.0","404SMB001","2004-03-16 00:00:00",2004,1,0.84256825,34.06464,-118.93269,"Los Angeles",20365091,c(-118.93269, 34.06464),18.389332922326,30.3012887150356,11.2892918055882,18.569629864679,15.0053834145405,3
"554","404SMB002_03042003_BMI_CSBP_Trans_1.0","404SMB002","2003-03-04 00:00:00",2003,1,0.57818117,34.04547,-118.93438,"Los Angeles",20365117,c(-118.93438, 34.04547),20.5954799057217,31.3969097130617,12.7135138711731,16.9532381989258,14.7579432894145,14
"555","404SMB004_03042003_BMI_CSBP_Trans_1.0","404SMB004","2003-03-04 00:00:00",2003,1,0.82293211,34.04516,-118.91352,"Los Angeles",20365963,c(-118.91352, 34.04516),20.6842924318244,31.6613848392753,12.853610277075,17.0165420587356,14.8902706066849,25
"556","404SMB005_03042003_BMI_CSBP_Trans_1.0","404SMB005","2003-03-04 00:00:00",2003,1,0.68321321,34.06189,-118.89698,"Los Angeles",20365129,c(-118.89698, 34.06189),20.7008870203138,32.0489274080678,12.5284090852971,17.7192301559291,15.3002775714107,50
"557","404SMB006_03042003_BMI_CSBP_Trans_1.0","404SMB006","2003-03-04 00:00:00",2003,1,0.84813954,34.04218,-118.89752,"Los Angeles",20365129,c(-118.89752, 34.04218),20.7008870203138,32.0489274080678,12.5284090852971,17.7192301559291,15.3002775714107,50
"558","404SMB008_03042003_BMI_CSBP_Trans_1.0","404SMB008","2003-03-04 00:00:00",2003,1,0.50456961,34.04095,-118.88919,"Los Angeles",20365967,c(-118.88919, 34.04095),20.8970141674647,32.5683023685012,12.9561632593423,17.7631187929283,15.5571475841868,77
"559","404SMB010_03042003_BMI_CSBP_Trans_1.0","404SMB010","2003-03-04 00:00:00",2003,1,0.87349873,34.03934,-118.86875,"Los Angeles",20365143,c(-118.86875, 34.03934),20.1433201014657,31.6277997557703,12.0133535244297,17.766456653228,15.2915022612473,28
"560","404SMB011_03042003_BMI_CSBP_Trans_1.0","404SMB011","2003-03-04 00:00:00",2003,1,0.74391029,34.04347,-118.84541,"Los Angeles",20365177,c(-118.84541, 34.04347),20.9595388163867,31.9914634851481,12.7118833081543,17.4178275709098,14.9684988154584,42
"561","404SMB011_03162004_BMI_CSBP_Trans_1.0","404SMB011","2004-03-16 00:00:00",2004,1,0.83190729,34.04347,-118.84541,"Los Angeles",20365177,c(-118.84541, 34.04347),19.9114529710896,31.9274025619075,12.4805017147805,18.7672449690168,15.2198011576824,38
"562","404SMB016_03042003_BMI_CSBP_Trans_1.0","404SMB016","2003-03-04 00:00:00",2003,1,0.65825255,34.02331,-118.78755,"Los Angeles",20365191,c(-118.78755, 34.02331),20.8780663977766,32.4527563997507,12.6788489291521,17.817020044267,15.3927735723787,63
"563","404SMB017_03042003_BMI_CSBP_Trans_1.0","404SMB017","2003-03-04 00:00:00",2003,1,0.97841206,34.05513,-118.77733,"Los Angeles",20365145,c(-118.77733, 34.05513),20.7635511927665,31.8392072595381,12.2582640682459,17.5650227221213,14.9451087140868,33
"564","404SMB020_03042003_BMI_CSBP_Trans_1.0","404SMB020","2003-03-04 00:00:00",2003,1,0.92905853,34.03758,-118.76575,"Los Angeles",20365187,c(-118.76575, 34.03758),20.7952930296314,32.2965675823733,12.7802318658538,17.50018568712,15.2167795716763,43
"565","404SMB024_03052003_BMI_CSBP_Trans_1.0","404SMB024","2003-03-05 00:00:00",2003,1,1.04590517,34.03362,-118.73423,"Los Angeles",20365897,c(-118.73423, 34.03362),20.7253357489986,32.389038101603,12.1661511386069,18.1111241528932,15.4316147628412,49
"566","404SMB026_03052003_BMI_CSBP_Trans_1.0","404SMB026","2003-03-05 00:00:00",2003,1,0.83435914,34.03155,-118.71422,"Los Angeles",20365175,c(-118.71422, 34.03155),21.3699595478415,33.4448141055516,12.8825611593162,18.4209444233014,15.8694815666965,96
"567","404SMB028_03052003_BMI_CSBP_Trans_1.0","404SMB028","2003-03-05 00:00:00",2003,1,0.43989245,34.03074,-118.71114,"Los Angeles",20365181,c(-118.71114, 34.03074),21.2657944111498,33.7875804597967,12.8477122044153,18.776944673047,16.2534326389751,112
"568","404SMB031_03052003_BMI_CSBP_Trans_1.0","404SMB031","2003-03-05 00:00:00",2003,1,0.66690745,34.03981,-118.67477,"Los Angeles",20365991,c(-118.67477, 34.03981),21.6525966174038,32.7654914787313,13.2734030800328,17.3141603669187,14.886593613068,76
"569","404SMB032_03052003_BMI_CSBP_Trans_1.0","404SMB032","2003-03-05 00:00:00",2003,1,0.65282068,34.04106,-118.65192,"Los Angeles",20365161,c(-118.65192, 34.04106),21.109880356728,32.7207028484659,12.4443582267806,18.1008945809857,15.4675713156677,52
"570","404SMB033_03052003_BMI_CSBP_Trans_1.0","404SMB033","2003-03-05 00:00:00",2003,1,0.56001157,34.03822,-118.64921,"Los Angeles",20365161,c(-118.64921, 34.03822),21.109880356728,32.7207028484659,12.4443582267806,18.1008945809857,15.4675713156677,52
"571","404SMB034_03052003_BMI_CSBP_Trans_1.0","404SMB034","2003-03-05 00:00:00",2003,1,0.77814449,34.0448,-118.63866,"Los Angeles",20365165,c(-118.63866, 34.0448),21.3902381654528,32.5207058762859,12.7797542944425,17.5970280521567,15.0490913133064,50
"572","404SMB035_03052003_BMI_CSBP_Trans_1.0","404SMB035","2003-03-05 00:00:00",2003,1,0.74179487,34.03748,-118.63697,"Los Angeles",20365165,c(-118.63697, 34.03748),21.3902381654528,32.5207058762859,12.7797542944425,17.5970280521567,15.0490913133064,50
"573","404SMB038_03062003_BMI_CSBP_Trans_1.0","404SMB038","2003-03-06 00:00:00",2003,1,0.92002946,34.04102,-118.59718,"Los Angeles",948070456,c(-118.59718, 34.04102),21.3634641102172,32.949006005379,13.0594497863855,17.7928300553163,15.4490362746022,91
"574","404SMB041_03062003_BMI_CSBP_Trans_1.0","404SMB041","2003-03-06 00:00:00",2003,1,0.83846025,34.0396,-118.58955,"Los Angeles",948070456,c(-118.58955, 34.0396),21.3634641102172,32.949006005379,13.0594497863855,17.7928300553163,15.4490362746022,91
"575","404SMB042_03062003_BMI_CSBP_Trans_1.0","404SMB042","2003-03-06 00:00:00",2003,1,0.77224983,34.08991,-118.60487,"Los Angeles",20364993,c(-118.60487, 34.08991),20.48685871462,31.6931950752449,11.4219478719062,18.1222862528566,15.2278486000051,25
"576","404SMB043_03062003_BMI_CSBP_Trans_1.0","404SMB043","2003-03-06 00:00:00",2003,1,0.9893416,34.06499,-118.58679,"Los Angeles",20365153,c(-118.58679, 34.06499),20.0764050930609,31.339175137139,11.6114360111677,17.5939234904226,14.9869372710355,11
"577","404SMB043_03172004_BMI_CSBP_Trans_1.0","404SMB043","2004-03-17 00:00:00",2004,1,0.74902674,34.06499,-118.58679,"Los Angeles",20365153,c(-118.58679, 34.06499),19.1010333945611,31.332965489434,11.2580302369622,18.5985220153931,15.1474820265315,17
"578","404SMB075_03062003_BMI_CSBP_Trans_1.0","404SMB075","2003-03-06 00:00:00",2003,1,0.69643496,34.09488,-118.6019,"Los Angeles",20364979,c(-118.6019, 34.09488),21.1282032254758,32.3233668111526,11.8828294272376,18.2930146164304,15.3693330668352,51
"579","404SMB21A_03042003_BMI_CSBP_Trans_1.0","404SMB21A","2003-03-04 00:00:00",2003,1,0.94665361,34.04975,-118.7532,"Los Angeles",20365151,c(-118.7532, 34.04975),20.503092808495,31.392116788337,11.9311301656343,17.4019455003136,14.7124557385849,11
"580","404SMB41A_03062003_BMI_CSBP_Trans_1.0","404SMB41A","2003-03-06 00:00:00",2003,1,0.87839414,34.04494,-118.58881,"Los Angeles",948070456,c(-118.58881, 34.04494),21.3634641102172,32.949006005379,13.0594497863855,17.7928300553163,15.4490362746022,91
"581","404SMB41A_03172004_BMI_CSBP_Trans_1.0","404SMB41A","2004-03-17 00:00:00",2004,1,0.9552856,34.04494,-118.58881,"Los Angeles",948070456,c(-118.58881, 34.04494),20.4160524611674,32.798509449741,12.7405616905006,19.0136594120602,15.6457588866418,80
"582","404VCBSCL_06062006_BMI_RWB_MCM_1.0","404VCBSCL","2006-06-06 00:00:00",2006,1,0.2814056,34.07194,-119.0153,"Ventura",20363903,c(-119.0153, 34.07194),19.8039882430458,31.7575877237648,12.729749405557,17.5205091543771,15.8936696154194,97
"583","404VCBSCU_06062006_BMI_TRC_1.0","404VCBSCU","2006-06-06 00:00:00",2006,1,0.46607168,34.13395,-118.9827,"Ventura",20364785,c(-118.9827, 34.13395),20.2846225974316,32.1578942963352,12.3278726519411,18.2099390412279,15.7037854085823,74
"584","404VCLSCL_06062006_BMI_TRC_1.0","404VCLSCL","2006-06-06 00:00:00",2006,1,0.74041845,34.05382,-118.96435,"Ventura",20365103,c(-118.96435, 34.05382),18.8750193556603,30.4165179318164,11.6144714849928,17.1283221724518,15.4184240036266,23
"585","404VCLSCU_06062006_BMI_TRC_1.0","404VCLSCU","2006-06-06 00:00:00",2006,1,0.7967405,34.06514,-118.96317,"Ventura",20365103,c(-118.96317, 34.06514),18.8750193556603,30.4165179318164,11.6144714849928,17.1283221724518,15.4184240036266,23
"586","405BH2Axx_06162010_BMI_RWB_1.0","405BH2Axx","2010-06-16 00:00:00",2010,1,1.13861662,34.2429,-117.8732,"Los Angeles",22522827,c(-117.8732, 34.2429),23.314860413089,29.6982603122839,12.0662260801052,15.9625776830112,11.5086901831709,0
"587","405BH2Bxx_06162010_BMI_RWB_1.0","405BH2Bxx","2010-06-16 00:00:00",2010,1,1.08555276,34.24138,-117.86947,"Los Angeles",22522827,c(-117.86947, 34.24138),23.314860413089,29.6982603122839,12.0662260801052,15.9625776830112,11.5086901831709,0
"588","405BH3Axx_06172010_BMI_RWB_1.0","405BH3Axx","2010-06-17 00:00:00",2010,1,1.07163554,34.22984,-117.7719,"Los Angeles",22522871,c(-117.7719, 34.22984),24.0298314567918,27.7857771128457,12.3348836740983,13.6711831048038,9.23751975733239,0
"589","405BH3Bxx_06172010_BMI_RWB_1.0","405BH3Bxx","2010-06-17 00:00:00",2010,1,1.00112023,34.23009,-117.7754,"Los Angeles",22522871,c(-117.7754, 34.23009),24.0298314567918,27.7857771128457,12.3348836740983,13.6711831048038,9.23751975733239,0
"590","405BH3Cxx_06172010_BMI_RWB_1.0","405BH3Cxx","2010-06-17 00:00:00",2010,1,1.24209213,34.22979,-117.7796,"Los Angeles",22522865,c(-117.7796, 34.22979),23.5342297434653,27.4499173105059,11.9880867319283,13.7163440304188,9.27746616626829,0
"591","405BRCAMS_06072011_BMI_RWB_1.0","405BRCAMS","2011-06-07 00:00:00",2011,1,1.2566872,34.2738,-117.899,"Los Angeles",22522723,c(-117.899, 34.2738),22.9196554546926,27.7969853204972,9.3319366683057,14.5063233249478,11.1811567274517,0
"592","405BRCSGR_05282008_BMI_RWB_1.0","405BRCSGR","2008-05-28 00:00:00",2008,1,1.06889688,34.25031,-117.88372,"Los Angeles",22524629,c(-117.88372, 34.25031),24.6317330947121,29.2704531338033,10.4837895448777,17.6084287184911,10.8780668760862,0
"593","405CE0280_05312006_BMI_RWB_1.0","405CE0280","2006-05-31 00:00:00",2006,1,1.12513981,34.23041,-117.74981,"Los Angeles",22524653,c(-117.74981, 34.23041),25.5250246741722,30.0519966131783,12.8979751774372,13.8494733378996,10.6391434922339,7
"594","405CE0280_05312006_BMI_TRC_1.0","405CE0280","2006-05-31 00:00:00",2006,1,1.10256927,34.23041,-117.74981,"Los Angeles",22524653,c(-117.74981, 34.23041),25.5250246741722,30.0519966131783,12.8979751774372,13.8494733378996,10.6391434922339,7
"595","405PS0030_05212008_BMI_RWB_1.0","405PS0030","2008-05-21 00:00:00",2008,1,0.91754629,34.23487,-117.80523,"Los Angeles",22522855,c(-117.80523, 34.23487),24.0646320670134,27.2414694847156,10.0676484643671,16.0391535709434,9.34352605174149,0
"596","405PS0036_05282008_BMI_RWB_1.0","405PS0036","2008-05-28 00:00:00",2008,1,0.92565744,34.24118,-117.93426,"Los Angeles",22522825,c(-117.93426, 34.24118),24.149927829201,29.5439383826876,10.2940217715957,18.1477790587793,11.4613259179586,0
"597","405SGB003_06142005_BMI_TRC_1.0","405SGB003","2005-06-14 00:00:00",2005,1,0.83800815,34.28157,-117.88508,"Los Angeles",22522689,c(-117.88508, 34.28157),24.643286672608,28.5154953682326,10.4956096149102,12.9242379432307,9.84170690304988,0
"598","405SGB004_05182005_BMI_TRC_1.0","405SGB004","2005-05-18 00:00:00",2005,1,0.20747632,33.98064,-117.92943,"Los Angeles",22523241,c(-117.92943, 33.98064),22.1169842650981,33.7317523420661,13.577498281329,18.2272300932631,15.9045191278555,132
"599","405SGB006_06162005_BMI_TRC_1.0","405SGB006","2005-06-16 00:00:00",2005,1,0.76543866,34.25553,-117.82139,"Los Angeles",22524635,c(-117.82139, 34.25553),24.669075658268,32.6748104719888,11.041739980199,16.6958298685166,13.6881214700368,57
"600","405SGB010_06082005_BMI_TRC_1.0","405SGB010","2005-06-08 00:00:00",2005,1,0.6448216,34.19498,-117.86114,"Los Angeles",22524803,c(-117.86114, 34.19498),23.123233724744,32.526661509667,11.3344459187838,17.129544209393,14.5183209666748,67
"601","405SGB011_05252005_BMI_TRC_1.0","405SGB011","2005-05-25 00:00:00",2005,1,0.47287277,33.8211,-118.09157,"Los Angeles",22525157,c(-118.09157, 33.8211),21.8973582367164,29.6915817627629,14.5037929521013,13.6689732465859,11.3988228797562,0
"602","405SGB015_05242005_BMI_TRC_1.0","405SGB015","2005-05-24 00:00:00",2005,1,0.15502281,33.85783,-118.11163,"Los Angeles",22525197,c(-118.11163, 33.85783),19.5487203433966,32.6532140577187,13.8418887482493,18.4011394973626,16.49714020139,129
"603","405SGB018_05172005_BMI_TRC_1.0","405SGB018","2005-05-17 00:00:00",2005,1,0.6797372,34.14062,-117.78842,"Los Angeles",22523149,c(-117.78842, 34.14062),22.5380061428563,32.0136113849721,11.7702156375241,16.739175051248,14.3905858613662,58
"604","405SGB022_05162005_BMI_TRC_1.0","405SGB022","2005-05-16 00:00:00",2005,1,0.5579838,34.15019,-117.83738,"Los Angeles",22524723,c(-117.83738, 34.15019),23.2733198216099,32.521855184423,12.7427499552482,16.5233677279202,14.129847836125,77
"605","405SGB025_05172005_BMI_TRC_1.0","405SGB025","2005-05-17 00:00:00",2005,1,0.40108956,34.12757,-117.729,"Los Angeles",22524751,c(-117.729, 34.12757),21.9711282845308,32.8649088024479,12.3632864705053,17.6856325531029,15.4558710882815,113
"606","405SGB027_05242005_BMI_TRC_1.0","405SGB027","2005-05-24 00:00:00",2005,1,0.42684147,33.79958,-118.09022,"Los Angeles",22525157,c(-118.09022, 33.79958),21.8973582367164,29.6915817627629,14.5037929521013,13.6689732465859,11.3988228797562,0
"607","405SGB034_06072005_BMI_TRC_1.0","405SGB034","2005-06-07 00:00:00",2005,1,0.56041322,34.22498,-117.76111,"Los Angeles",22522911,c(-117.76111, 34.22498),23.2016053705664,31.2869109375314,10.0964804706622,16.3944425100812,13.4359843713485,22
"608","405SGB036_05252005_BMI_TRC_1.0","405SGB036","2005-05-25 00:00:00",2005,1,0.51134033,33.95935,-117.9822,"Los Angeles",22524957,c(-117.9822, 33.95935),21.7688901188073,34.7282133001914,13.8409617302993,19.2377943850605,16.8817429283148,147
"609","405SGB041_06072005_BMI_TRC_1.0","405SGB041","2005-06-07 00:00:00",2005,1,0.48670679,34.12332,-117.7725,"Los Angeles",22524733,c(-117.7725, 34.12332),22.570504217631,33.2030236716674,12.3294950958582,17.6175327537808,15.3188963858209,115
"610","405SGBEFK_06152005_BMI_TRC_1.0","405SGBEFK","2005-06-15 00:00:00",2005,1,0.44057943,34.2379,-117.8206,"Los Angeles",22522843,c(-117.8206, 34.2379),25.2537278436853,28.7898391313476,11.656882393584,12.3554602176297,9.4328987571681,0
"611","405SGBNFK_06152005_BMI_TRC_1.0","405SGBNFK","2005-06-15 00:00:00",2005,1,0.70002177,34.2482,-117.8655,"Los Angeles",22524631,c(-117.8655, 34.2482),24.5341078163355,29.4100648484244,10.900481646746,13.6021734012176,10.6397589838235,0
"612","405SGBWFK_06152005_BMI_TRC_1.0","405SGBWFK","2005-06-15 00:00:00",2005,1,0.71834704,34.2406,-117.89,"Los Angeles",22522839,c(-117.89, 34.2406),22.9095779552183,28.9867498856497,9.98101949923333,14.2227263657788,11.3529795558387,0
"613","405SGRAAG_05282008_BMI_RWB_1.0","405SGRAAG","2008-05-28 00:00:00",2008,1,1.01385059,34.26448,-117.74751,"Los Angeles",22524611,c(-117.74751, 34.26448),22.1922008616228,24.2716456604207,8.15607068511923,15.0307345381778,7.96802791211662,0
"614","405SMB045_03062003_BMI_CSBP_Trans_1.0","405SMB045","2003-03-06 00:00:00",2003,1,0.47819342,34.07024,-118.56303,"Los Angeles",20365127,c(-118.56303, 34.07024),20.9728029468406,32.4721056257289,12.3320992963501,18.0044367942165,15.3674516000937,43
"615","405SMB047_03052003_BMI_CSBP_Trans_1.0","405SMB047","2003-03-05 00:00:00",2003,1,0.37515232,34.02832,-118.51867,"Los Angeles",20365189,c(-118.51867, 34.02832),21.511587927547,33.10251564178,13.2404017657178,17.5818459599359,15.2631970785588,79
"616","405SMB048_03052003_BMI_CSBP_Trans_1.0","405SMB048","2003-03-05 00:00:00",2003,1,0.69464215,34.05101,-118.5111,"Los Angeles",20365905,c(-118.5111, 34.05101),21.618639801813,33.0707602916302,12.6538780467195,18.1880054132599,15.3791715626955,56
"617","405SMB049_03052003_BMI_CSBP_Trans_1.0","405SMB049","2003-03-05 00:00:00",2003,1,0.49675376,34.03361,-118.51787,"Los Angeles",20365183,c(-118.51787, 34.03361),21.7779057011494,33.3741098978331,13.2930542722881,17.8204298297666,15.3624960195315,92
"618","405SMB050_03052003_BMI_CSBP_Trans_1.0","405SMB050","2003-03-05 00:00:00",2003,1,0.51419891,34.06919,-118.50327,"Los Angeles",20365901,c(-118.50327, 34.06919),21.954384948503,33.2774798054235,12.5075129480555,18.470295619795,15.5240239350949,89
